|Indent|Reference|Text|Document|Page|Heading|full_reference|word_count|chapter_no|chapter_heading|part_no|part_heading|condition_no|condition_heading
259|2|(a)|correct or delete personal information about the data subject in its possession or under its control that is inaccurate, irrelevant, excessive, out of date, incomplete, misleading or obtained unlawfully; or|||False|24.(1)(a)|30|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
260|2|(b)|destroy or delete a record of personal information about the data subject that the responsible party is no longer authorised to retain in terms of section 14.|||False|24.(1)(b)|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
261|1|(2)|On receipt of a request in terms of subsection (1) a responsible party must, as soon as reasonably practicable—|||False|24.(2)|19|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
262|2|(a)|correct the information;|||False|24.(2)(a)|3|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
263|2|(b)|destroy or delete the information;|||False|24.(2)(b)|5|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
264|2|(c)|provide the data subject, to his or her satisfaction, with credible evidence in support of the information; or|||False|24.(2)(c)|18|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
265|2|(d)|where agreement cannot be reached between the responsible party and the data subject, and if the data subject so requests, take such steps as are reasonable in the circumstances, to attach to the information in such a manner that it will always be read with the information, an indication that a correction of the information has been requested but has not been made.|||False|24.(2)(d)|63|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
266|1|(3)|If the responsible party has taken steps under subsection (2) that result in a change to the information and the changed information has an impact on decisions that have been or will be taken in respect of the data subject in question, the responsible party must, if reasonably practicable, inform each person or body or responsible party to whom the personal information has been disclosed of those steps.|||False|24.(3)|68|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
267|1|(4)|The responsible party must notify a data subject, who has made a request in terms of subsection (1), of the action taken as a result of the request.|||False|24.(4)|28|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
268|0|25.|Manner of access|||True|25.|3|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
269|0||The provisions of sections 18 and 53 of the Promotion of Access to Information Act apply to requests made in terms of section 23 of this Act.|||False|25.|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|A|Processing of personal information in general|8|Data subject participation
271|0|26.|Prohibition on processing of special personal information|||True|26.|7|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
272|0||A responsible party may, subject to section 27, not process personal information concerning—|||False|26.|13|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
273|2|(a)|the religious or philosophical beliefs, race or ethnic origin, trade union membership, political persuasion, health or sex life or biometric information of a data subject; or|||False|26.(a)|26|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
274|2|(b)|the criminal behaviour of a data subject to the extent that such information relates to—|||False|26.(b)|15|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
275|3|(i)|the alleged commission by a data subject of any offence; or|||False|26.(b)(i)|11|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
276|3|(ii)|any proceedings in respect of any offence allegedly committed by a data subject or the disposal of such proceedings.|||False|26.(b)(ii)|19|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
277|0|27.|General authorisation concerning special personal information|||True|27.|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
278|1|(1)|The prohibition on processing personal information, as referred to in section 26, does not apply if the—|||False|27.(1)|17|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
279|2|(a)|processing is carried out with the consent of a data subject referred to in section 26;|||False|27.(1)(a)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
280|2|(b)|processing is necessary for the establishment, exercise or defence of a right or obligation in law;|||False|27.(1)(b)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
281|2|(c)|processing is necessary to comply with an obligation of international public law;|||False|27.(1)(c)|12|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
282|2|(d)|processing is for historical, statistical or research purposes to the extent that—|||False|27.(1)(d)|12|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
283|3|(i)|the purpose serves a public interest and the processing is necessary for the purpose concerned; or|||False|27.(1)(d)(i)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
284|3|(ii)|it appears to be impossible or would involve a disproportionate effort to ask for consent, and sufficient guarantees are provided for to ensure that the processing does not adversely affect the individual privacy of the data subject to a disproportionate extent;|||False|27.(1)(d)(ii)|41|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
285|2|(e)|information has deliberately been made public by the data subject; or|||False|27.(1)(e)|11|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
286|2|(f)|provisions of sections 28 to 33 are, as the case may be, complied with.|||False|27.(1)(f)|14|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
287|1|(2)|The Regulator may, subject to subsection (3), upon application by a responsible party and by notice in the Gazette, authorise a responsible party to process specialpersonal information if such processing is in the public interest and appropriate safeguards have been put in place to protect the personal information of the data subject.|||False|27.(2)|52|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
288|1|(3)|The Regulator may impose reasonable conditions in respect of any authorisation granted under subsection (2).|||False|27.(3)|15|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
289|0|28.|Authorisation concerning data subject’s religious or philosophical beliefs|||True|28.|8|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
290|1|(1)|The prohibition on processing personal information concerning a data subject’s religious or philosophical beliefs, as referred to in section 26, does not apply if the processing is carried out by—|||False|28.(1)|30|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
291|2|(a)|spiritual or religious organisations, or independent sections of those organisations if—|||False|28.(1)(a)|11|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
292|3|(i)|the information concerns data subjects belonging to those organisations; or|||False|28.(1)(a)(i)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
293|3|(ii)|it is necessary to achieve their aims and principles;|||False|28.(1)(a)(ii)|9|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
294|2|(b)|institutions founded on religious or philosophical principles with respect to their members or employees or other persons belonging to the institution, if it is necessary to achieve their aims and principles; or|||False|28.(1)(b)|32|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
295|2|(c)|other institutions: Provided that the processing is necessary to protect the spiritual welfare of the data subjects, unless they have indicated that they object to the processing.|||False|28.(1)(c)|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
296|1|(2)|In the cases referred to in subsection (1)(a), the prohibition does not apply to processing of personal information concerning the religion or philosophy of life of family members of the data subjects, if—|||False|28.(2)|33|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
297|2|(a)|the association concerned maintains regular contact with those family members in connection with its aims; and|||False|28.(2)(a)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
298|2|(b)|the family members have not objected in writing to the processing.|||False|28.(2)(b)|11|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
299|1|(3)|In the cases referred to in subsections (1) and (2), personal information concerning a data subject’s religious or philosophical beliefs may not be supplied to third parties without the consent of the data subject.|||False|28.(3)|34|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
300|0|29.|Authorisation concerning data subject’s race or ethnic origin|||True|29.|8|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
301|0||The prohibition on processing personal information concerning a data subject’s race or ethnic origin, as referred to in section 26, does not apply if the processing is carried out to—|||False|29.|30|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
302|2|(a)|identify data subjects and only when this is essential for that purpose; and|||False|29.(a)|13|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
303|2|(b)|comply with laws and other measures designed to protect or advance persons, or categories of persons, disadvantaged by unfair discrimination.|||False|29.(b)|20|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
304|0|30.|Authorisation concerning data subject’s trade union membership|||True|30.|7|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
305|1|(1)|The prohibition on processing personal information concerning a data subject’s trade union membership, as referred to in section 26, does not apply to the processing by the trade union to which the data subject belongs or the trade union federation to which that trade union belongs, if such processing is necessary to achieve the aims of the trade union or trade union federation.|||False|30.(1)|63|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
306|1|(2)|In the cases referred to under subsection (1), no personal information may be supplied to third parties without the consent of the data subject.|||False|30.(2)|24|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
307|0|31.|Authorisation concerning data subject’s political persuasion|||True|31.|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
308|1|(1)|The prohibition on processing personal information concerning a data subject’s political persuasion, as referred to in section 26, does not apply to processing by or for an institution, founded on political principles, of the personal information of—|||False|31.(1)|37|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
309|2|(a)|its members or employees or other persons belonging to the institution, if such processing is necessary to achieve the aims or principles of the institution; or|||False|31.(1)(a)|26|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
310|2|(b)|a data subject if such processing is necessary for the purposes of—|||False|31.(1)(b)|12|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
311|3|(i)|forming a political party;|||False|31.(1)(b)(i)|4|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
312|3|(ii)|participating in the activities of, or engaging in the recruitment of members for or canvassing supporters or voters for, a political party with the view to— (aa) an election of the National Assembly or the provincial legislature as regulated in terms of the Electoral Act, 1998 (Act No. 73 of 1998); (bb) municipal elections as regulated in terms of the Local Government: Municipal Electoral Act, 2000 (Act No. 27 of 2000); or (cc) a referendum as regulated in terms of the Referendums Act, 1983 (Act No. 108 of 1983); or|||False|31.(1)(b)(ii)|90|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
313|3|(iii)|campaigning for a political party or cause.|||False|31.(1)(b)(iii)|7|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
314|1|(2)|In the cases referred to under subsection (1), no personal information may be supplied to third parties without the consent of the data subject.|||False|31.(2)|24|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
315|0|32.|Authorisation concerning data subject’s health or sex life|||True|32.|8|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
316|1|(1)|The prohibition on processing personal information concerning a data subject’s health or sex life, as referred to in section 26, does not apply to the processing by—|||False|32.(1)|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
317|2|(a)|medical professionals, healthcare institutions or facilities or social services, if such processing is necessary for the proper treatment and care of the data subject, or for the administration of the institution or professional practice concerned;|||False|32.(1)(a)|35|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
318|2|(b)|insurance companies, medical schemes, medical scheme administrators and managed healthcare organisations, if such processing is necessary for—|||False|32.(1)(b)|17|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
319|3|(i)|assessing the risk to be insured by the insurance company or covered by the medical scheme and the data subject has not objected to the processing;|||False|32.(1)(b)(i)|26|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
320|3|(ii)|the performance of an insurance or medical scheme agreement; or|||False|32.(1)(b)(ii)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
321|3|(iii)|the enforcement of any contractual rights and obligations;|||False|32.(1)(b)(iii)|8|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
322|2|(c)|schools, if such processing is necessary to provide special support for pupils or making special arrangements in connection with their health or sex life;|||False|32.(1)(c)|24|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
323|2|(d)|any public or private body managing the care of a child if such processing is necessary for the performance of their lawful duties;|||False|32.(1)(d)|23|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
324|2|(e)|any public body, if such processing is necessary in connection with the implementation of prison sentences or detention measures; or|||False|32.(1)(e)|20|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
325|2|(f)|administrative bodies, pension funds, employers or institutions working for them, if such processing is necessary for—|||False|32.(1)(f)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
326|3|(i)|the implementation of the provisions of laws, pension regulations or collective agreements which create rights dependent on the health or sex life of the data subject; or|||False|32.(1)(f)(i)|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
327|3|(ii)|the reintegration of or support for workers or persons entitled to benefit in connection with sickness or work incapacity.|||False|32.(1)(f)(ii)|19|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
328|1|(2)|In the cases referred to under subsection (1), the information may only be processed by responsible parties subject to an obligation of confidentiality by virtue of office, employment, profession or legal provision, or established by a written agreement between the responsible party and the data subject.|||False|32.(2)|46|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
329|1|(3)|A responsible party that is permitted to process information concerning a data subject’s health or sex life in terms of this section and is not subject to an obligation of confidentiality by virtue of office, profession or legal provision, must treat the information as confidential, unless the responsible party is required by law or in connection with their duties to communicate the information to other parties who are authorised to process such information in accordance with subsection (1).|||False|32.(3)|78|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
330|1|(4)|The prohibition on processing any of the categories of personal information referred to in section 26, does not apply if it is necessary to supplement the processingof personal information concerning a data subject’s health, as referred to under subsection (1)(a), with a view to the proper treatment or care of the data subject.|||False|32.(4)|53|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
331|1|(5)|Personal information concerning inherited characteristics may not be processed in respect of a data subject from whom the information concerned has been obtained, unless—|||False|32.(5)|24|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
332|2|(a)|a serious medical interest prevails; or|||False|32.(5)(a)|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
333|2|(b)|the processing is necessary for historical, statistical or research activity.|||False|32.(5)(b)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
334|1|(6)|More detailed rules may be prescribed concerning the application of subsection (1)(b) and (f).|||False|32.(6)|14|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
335|0|33.|Authorisation concerning data subject’s criminal behaviour or biometric information|||True|33.|9|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
336|1|(1)|The prohibition on processing personal information concerning a data subject’s criminal behaviour or biometric information, as referred to in section 26, does not apply if the processing is carried out by bodies charged by law with applying criminal law or by responsible parties who have obtained that information in accordance with the law.|||False|33.(1)|53|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
337|1|(2)|The processing of information concerning personnel in the service of the responsible party must take place in accordance with the rules established in compliance with labour legislation.|||False|33.(2)|27|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
338|1|(3)|The prohibition on processing any of the categories of personal information referred to in section 26 does not apply if such processing is necessary to supplement the processing of information on criminal behaviour or biometric information permitted by this section.|||False|33.(3)|40|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|B|Processing of special personal information||
340|0|34.|Prohibition on processing personal information of children|||True|34.|7|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
341|0||A responsible party may, subject to section 35, not process personal information concerning a child.|||False|34.|15|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
342|0|35.|General authorisation concerning personal information of children|||True|35.|7|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
343|1|(1)|The prohibition on processing personal information of children, as referred to in section 34, does not apply if the processing is—|||False|35.(1)|21|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
344|2|(a)|carried out with the prior consent of a competent person;|||False|35.(1)(a)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
345|2|(b)|necessary for the establishment, exercise or defence of a right or obligation in law;|||False|35.(1)(b)|14|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
346|2|(c)|necessary to comply with an obligation of international public law;|||False|35.(1)(c)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
347|2|(d)|for historical, statistical or research purposes to the extent that—|||False|35.(1)(d)|10|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
348|3|(i)|the purpose serves a public interest and the processing is necessary for the purpose concerned; or|||False|35.(1)(d)(i)|16|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
349|3|(ii)|it appears to be impossible or would involve a disproportionate effort to ask for consent, and sufficient guarantees are provided for to ensure that the processing does not adversely affect the individual privacy of the child to a disproportionate extent; or|||False|35.(1)(d)(ii)|41|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
350|2|(e)|of personal information which has deliberately been made public by the child with the consent of a competent person.|||False|35.(1)(e)|19|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
351|1|(2)|The Regulator may, notwithstanding the prohibition referred to in section 34, but subject to subsection (3), upon application by a responsible party and by notice in the Gazette, authorise a responsible party to process the personal information of children if the processing is in the public interest and appropriate safeguards have been put in place to protect the personal information of the child.|||False|35.(2)|63|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
352|1|(3)|The Regulator may impose reasonable conditions in respect of any authorisation granted under subsection (2), including conditions with regard to how a responsible party must—|||False|35.(3)|25|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
353|2|(a)|upon request of a competent person provide a reasonable means for that person to—|||False|35.(3)(a)|14|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
354|3|(i)|review the personal information processed; and|||False|35.(3)(a)(i)|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
355|3|(ii)|refuse to permit its further processing;|||False|35.(3)(a)(ii)|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
356|2|(b)|provide notice—|||False|35.(3)(b)|2|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
357|3|(i)|regarding the nature of the personal information of children that is processed;|||False|35.(3)(b)(i)|12|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
358|3|(ii)|how such information is processed; and|||False|35.(3)(b)(ii)|6|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
359|3|(iii)|regarding any further processing practices;|||False|35.(3)(b)(iii)|5|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
360|2|(c)|refrain from any action that is intended to encourage or persuade a child to disclose more personal information about him- or herself than is reasonably necessary given the purpose for which it is intended; and|||False|35.(3)(c)|35|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
361|2|(d)|establish and maintain reasonable procedures to protect the integrity and confidentiality of the personal information collected from children.|||False|35.(3)(d)|18|3|CONDITIONS FOR LAWFUL PROCESSING OF PERSONAL INFORMATION|C|Processing of personal information of children||
363|0|36.|General|||True|36.|1|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
364|0||Processing of personal information is not in breach of a condition for the processing of such information if the—|||False|36.|19|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
365|2|(a)|Regulator grants an exemption in terms of section 37; or|||False|36.(a)|10|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
366|2|(b)|processing is in accordance with section 38.|||False|36.(b)|7|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
367|0|37.|Regulator may exempt processing of personal information|||True|37.|7|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
368|1|(1)|The Regulator may, by notice in the Gazette, grant an exemption to a responsible party to process personal information, even if that processing is in breach of a condition for the processing of such information, or any measure that gives effect to such condition, if the Regulator is satisfied that, in the circumstances of the case—|||False|37.(1)|56|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
369|2|(a)|the public interest in the processing outweighs, to a substantial degree, any interference with the privacy of the data subject that could result from such processing; or|||False|37.(1)(a)|27|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
370|2|(b)|the processing involves a clear benefit to the data subject or a third party that outweighs, to a substantial degree, any interference with the privacy of the data subject or third party that could result from such processing.|||False|37.(1)(b)|38|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
371|1|(2)|The public interest referred to in subsection (1) includes—|||False|37.(2)|9|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
372|2|(a)|the interests of national security;|||False|37.(2)(a)|5|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
373|2|(b)|the prevention, detection and prosecution of offences;|||False|37.(2)(b)|7|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
374|2|(c)|important economic and financial interests of a public body;|||False|37.(2)(c)|9|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
375|2|(d)|fostering compliance with legal provisions established in the interests referred to under paragraphs (b) and (c);|||False|37.(2)(d)|16|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
376|2|(e)|historical, statistical or research activity; or|||False|37.(2)(e)|6|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
377|2|(f)|the special importance of the interest in freedom of expression.|||False|37.(2)(f)|10|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
378|1|(3)|The Regulator may impose reasonable conditions in respect of any exemption granted under subsection (1).|||False|37.(3)|15|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
379|0|38.|Exemption in respect of certain functions|||True|38.|6|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
380|1|(1)|Personal information processed for the purpose of discharging a relevant function is exempt from sections 11(3) and (4), 12, 15 and 18 in any case to the extent to which the application of those provisions to the personal information would be likely to prejudice the proper discharge of that function.|||False|38.(1)|50|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
381|1|(2)|"""Relevant function"" for purposes of subsection (1), means any function—"|||False|38.(2)|10|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
382|2|(a)|of a public body; or|||False|38.(2)(a)|5|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
383|2|(b)|conferred on any person in terms of the law, which is performed with the view to protecting members of the public against—|||False|38.(2)(b)|22|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
384|3|(i)|financial loss due to dishonesty, malpractice or other seriously improper conduct by, or the unfitness or incompetence of, persons concerned in the provision of banking, insurance, investment or other financial services or in the management of bodies corporate; or|||False|38.(2)(b)(i)|39|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
385|3|(ii)|dishonesty, malpractice or other seriously improper conduct by, or the unfitness or incompetence of, persons authorised to carry on any profession or other activity.|||False|38.(2)(b)(ii)|24|4|EXEMPTION FROM CONDITIONS FOR PROCESSING OF PERSONAL INFORMATION||||
388|0|39.|Establishment of Information Regulator|||True|39.|4|5|SUPERVISION|A|Information Regulator||
389|0||There is hereby established a juristic person to be known as the Information Regulator, which—|||False|39.|15|5|SUPERVISION|A|Information Regulator||
390|2|(a)|has jurisdiction throughout the Republic;|||False|39.(a)|5|5|SUPERVISION|A|Information Regulator||
391|2|(b)|is independent and is subject only to the Constitution and to the law and must be impartial and perform its functions and exercise its powers without fear, favour or prejudice;|||False|39.(b)|30|5|SUPERVISION|A|Information Regulator||
392|2|(c)|must exercise its powers and perform its functions in accordance with this Act and the Promotion of Access to Information Act; and|||False|39.(c)|22|5|SUPERVISION|A|Information Regulator||
393|2|(d)|is accountable to the National Assembly.|||False|39.(d)|6|5|SUPERVISION|A|Information Regulator||
394|0|40.|Powers, duties and functions of Regulator|||True|40.|6|5|SUPERVISION|A|Information Regulator||
